x1,x2
0.35,0.5
0.3539299523335522,0.5093694635441497
0.3577196373393422,0.5174767497323299
0.36136883903807016,0.5243225422077434
0.36487739746190706,0.5299106359052072
0.36824520862851257,0.5342479191787364
0.3714722244926865,0.5373443482072627
0.3745584528756828,0.5392129137458076
0.3775039573722212,0.5398696003085656
0.3803088572352458,0.5393333378892506
0.382973327238483,0.5376259463427171
0.38549759751686435,0.5347720725701876
0.3878819533848861,0.5307991206684064
0.39012673513298807,0.5257371752206055
0.39223233780204075,0.5196189179243011
0.3941992109360418,0.5124795377675802
0.3960278583131281,0.5043566349816416
0.39771883765502,0.49529011901289827
0.39927276031502446,0.48532210077287724
0.40069029094472874,0.4744967794384331
0.4019721471395281,0.46286032408839517
0.40311909906313775,0.45046075047564854
0.404131969051248,0.4373477932457885
0.40501163119449035,0.4235727739248385
0.40575901090088984,0.40918846500907824
0.40637508443798737,0.39424895049973585
0.406860878454824,0.378809483234162
0.4072174694839878,0.36292633937307733
0.40744598342392974,0.34665667041056214
0.40754759500176607,0.33005835307962006
0.4075235272167893,0.31318983753136914
0.40737505076491987,0.29610999417019873
0.40710348344433767,0.2788779595305516
0.40671018954253835,0.2615529815833499
0.406196579205069,0.24419426486147186
0.40556410778620633,0.22686081579409942
0.4048142751818402,0.2096112886391931
0.40394862514484436,0.19250383240181607
0.40296874458321164,0.17559593912352398
0.40187626284124545,0.15894429392456158
0.400672850964103,0.14260462717619019
0.39936022094599155,0.12663156917509139
0.39794012496232883,0.11107850768550087
0.3964143545861814,0.09599744870750299
0.3947847399893029,0.08143888082181175
0.3930531491281016,0.06745164345237215
0.39122148691486786,0.0540827993782708
0.3892916943746048,0.04137751181578017
0.3872657477878047,0.029378926379876408
0.3851456578195234,0.01812805822233153
0.3829334686351098,0.007663684630481404
0.3806312570029496,-0.0019777566429295523
0.3782411313845934,-0.010762263062804448
0.37576523101263865,-0.018658356766649925
0.3732057249567429,-0.02563716756605685
0.3705648111781498,-0.03167250928551407
0.3678447155731142,-0.0367409492460766
0.365047691005616,-0.0408218707186036
0.36217601632975766,-0.04389752818891185
0.35923199540224376,-0.04595309529521685
0.35621795608534634,-0.046976705316609565
0.35313624924076087,-0.0469594841099968
0.3499892477147632,-0.04589557541187027
0.3467793453150821,-0.04378215844041311
0.34350895577990204,-0.0406194577527641
0.34018051173941743,-0.03641074533167665
0.33679646367036065,-0.031162334895299775
0.3333592788439287,-0.02488356844330737
0.3298714402675373,-0.017586795072072312
0.3263354456208324,-0.009287342110972471
0.3227538061863916,-3.4786511679957277e-06
0.319129045775551,0.010243628442721895
0.3154636996497929,0.021429965928769612
0.3117603134381337,0.033528732863853467
0.3080214420509519,0.04651040641361599
0.30424964859069625,0.06034281463224685
0.3004475032599181,0.07499121603058308
0.2966175822670702,0.09041838573398556
0.29276246673051665,0.10658470801491321
0.2888847415811994,0.12344827496911628
0.2849869944644058,0.14096499108894658
0.2810718146410831,0.1590886834724751
0.277141791889147,0.17777121739295257
0.27319951540522813,0.1969626169396912
0.26924757270730293,0.21661119042868823
0.2652885485386542,0.2366636602693379
0.26132502377360584,0.257065296962363
0.25735957432547457,0.27776005689371075
0.25339477005718275,0.2986907235795996
0.2494331736949728,0.3197990520092093
0.24547733974566455,0.3410259157237078
0.24152981341789326,0.3623114562633849
0.23759312954776668,0.38359523460869704
0.23366981152937588,0.4048163842359612
0.2297623702505926,0.4259137654043524
0.22587330303458591,0.44682612028769547
0.2220050925874851,0.4674922285623856
0.2181602059526165,0.4878510630615539
0.21434109347173708,0.5078419451053721
0.21055018775368556,0.5274046991181305
0.2067899026508691,0.5464798061444539
0.20306263224399937,0.5650085558796905
0.19937074983548975,0.5829331968331799
0.19571660695192022,0.6001970842477011
0.19210253235597574,0.6167448254039468
0.18853083106825494,0.6325224219453572
0.18500378339934828,0.6474774088660188
0.18152364399257548,0.6615589898126262
0.17809264087776977,0.6747181683606588
0.1747129745364933,0.6869078749349199
0.17138681697905964,0.698083089055425
0.1681163108337389,0.7082009566012485
0.1649035684485136,0.7172209017973351
0.16175067100574686,0.7251047336424207
0.1586596676501239,0.7318167465100409
0.1556325746302178,0.7373238146691207
0.1526713744540267,0.7415954804857852
0.14977801505882496,0.7446040360837697
0.14695440899566392,0.7463245982571058
0.14420243262885102,0.7467351764455818
0.14152392535073194,0.7458167336007585
0.13892068881209396,0.7435532397880491
0.1363944861684993,0.7399317183884776
0.13394704134285668,0.7349422847821807
0.1315800383045258,0.7285781774144646
0.1292951203652491,0.7208357811642279
0.12709388949219325,0.7117146429537484
0.1249779056383799,0.7012174795581935
0.1229486860907748,0.6893501775926596
0.1210077048363003,0.6761217856740669
0.11915639194602634,0.6615444987747439
0.11739613297778934,0.6456336348040282
0.11572826839748113,0.6284076034735888
0.11415409301924018,0.6098878675214285
0.11267485546477363,0.5900988963885954
0.11129175764202631,0.5690681124614533
0.11000595424340959,0.5468258300109211
0.10881855226379106,0.5234051869783056
0.10773061053844152,0.4988420697752061
0.10674313930112439,0.47317503128240157
0.10585709976250768,0.4464452022496043
0.10507340370906762,0.418696196314424
0.10439291312264673,0.3899740088748195
0.10381643982082003,0.36032691006465556
0.10334474511821481,0.32980533209668306
0.10297853950891986,0.2984617512513386
0.10271848237011452,0.26635056480311115
0.10256518168703485,0.23352796318885416
0.10251919379938976,0.20005179773431164
0.1025810231693299,0.1659814442661982
0.10275112217106047,0.13137766294744652
0.10302989090218645,0.09630245468266842
0.1034176770168641,0.060818914449428774
0.10391477558082651,0.024991081918606717
0.10452142894834276,-0.01111621026611126
0.10523782666115933,-0.047437490173728294
0.10606410536946503,-0.0839068018556276
0.1070003487749116,-0.12045786181471717
0.10804658759571267,-0.1570242162862954
0.10920279955383494,-0.1935393989408666
0.110468909384288,-0.22993708861809684
0.11184478886650678,-0.26615126670101336
0.11333025687781662,-0.3021163737404508
0.11492507946895736,-0.3377674649416222
0.11662896996163657,-0.3730403641275318
0.118441589068073,-0.40787181579773524
0.120362545032481,-0.4421996349057407
0.1223913937944395,-0.47596285398398974
0.1245276391740793,-0.5091018672520325
0.1267707330790138,-0.5415585713509842
0.1291200757329292,-0.5732765023558274
0.13157501592574286,-0.604200968726363
0.1341348512852272,-0.63427917986779
0.1367988285699913,-0.6634603699828311
0.13956614398369951,-0.6916959169090664
0.14243594351040237,-0.7189394556476845
0.1454073232708424,-0.7451469863030665
0.14847932989959248,-0.7702769761666071
0.15165096094287275,-0.7942904556927646
0.15492116527688696,-0.817151108130582
